sample_id,id_ecofog,project,site,sample_type,species,reference_genome,lane,read_group,read1,read2
DSW_AACO,IX41,EXPAND,Chutes_Voltaires,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACO\tSM:DSW_AACO\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACOOSDA_7_1_22VLJNLT4.UDI321_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACOOSDA_7_2_22VLJNLT4.UDI321_clean.fastq.gz
DSW_AACP,IX42,EXPAND,Chutes_Voltaires,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACP\tSM:DSW_AACP\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACPOSDA_7_1_22VLJNLT4.UDI333_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACPOSDA_7_2_22VLJNLT4.UDI333_clean.fastq.gz
DSW_AACQ,IX43,EXPAND,Chutes_Voltaires,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACQ\tSM:DSW_AACQ\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACQOSDA_7_1_22VLJNLT4.UDI345_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACQOSDA_7_2_22VLJNLT4.UDI345_clean.fastq.gz
DSW_AACT,IX46,EXPAND,Saul,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACT\tSM:DSW_AACT\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACTOSDA_7_1_22VLJNLT4.UDI381_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACTOSDA_7_2_22VLJNLT4.UDI381_clean.fastq.gz
DSW_AACU,IX47,EXPAND,Saul,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACU\tSM:DSW_AACU\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACUOSDA_7_1_22VLJNLT4.UDI298_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACUOSDA_7_2_22VLJNLT4.UDI298_clean.fastq.gz
DSW_AACV,IX48,EXPAND,Saul,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACV\tSM:DSW_AACV\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACVOSDA_7_1_22VLJNLT4.UDI310_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACVOSDA_7_2_22VLJNLT4.UDI310_clean.fastq.gz
DSW_AACX,IX50,EXPAND,Saul,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACX\tSM:DSW_AACX\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACXOSDA_7_1_22VLJNLT4.UDI334_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACXOSDA_7_2_22VLJNLT4.UDI334_clean.fastq.gz
DSW_AACY,IX51,EXPAND,Saul,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACY\tSM:DSW_AACY\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACYOSDA_7_1_22VLJNLT4.UDI346_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACYOSDA_7_2_22VLJNLT4.UDI346_clean.fastq.gz
DSW_AACZ,IX52,EXPAND,Saul,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACZ\tSM:DSW_AACZ\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACZOSDA_7_1_22VLJNLT4.UDI358_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACZOSDA_7_2_22VLJNLT4.UDI358_clean.fastq.gz
DSW_AADA,IX53,EXPAND,Saul,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AADA\tSM:DSW_AADA\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AADAOSDA_7_1_22VLJNLT4.UDI370_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AADAOSDA_7_2_22VLJNLT4.UDI370_clean.fastq.gz
